month,dealer_id,model_id,variant_id,units_sold,stock_available,inventory_days,average_discount_pct,marketing_spend,test_drives,enquiries,active_sales_executives,dealer_manager_id,regional_manager_id,festival_month,economic_index,competitor_index
2024-04-01,DLR001,MDL005,VAR025,9,32,40.0,4.91,63077.02,32,50,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL005,VAR026,12,16,35.4,4.63,71015.65,52,81,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL005,VAR027,9,13,40.3,4.53,36792.73,37,51,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL005,VAR028,11,37,33.3,3.68,71286.38,49,80,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL005,VAR029,11,20,34.0,4.73,48088.42,48,83,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL005,VAR030,9,21,35.8,4.28,38078.65,30,47,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL006,VAR031,9,29,32.8,4.42,57775.21,35,58,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL006,VAR032,9,25,33.3,4.59,61855.45,31,44,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL006,VAR033,9,23,32.1,4.35,47961.39,37,57,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL006,VAR034,10,38,37.8,3.72,63305.79,45,70,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL006,VAR035,10,25,37.2,3.7,43489.17,35,53,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL006,VAR036,9,32,36.6,5.66,47536.48,27,47,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL007,VAR037,9,32,36.0,4.93,45262.26,27,37,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL007,VAR038,9,30,32.7,3.8,58207.81,27,39,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL007,VAR039,9,15,34.6,4.97,41796.94,26,44,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL007,VAR040,11,27,30.1,5.51,57705.31,40,63,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL007,VAR041,10,22,39.6,3.61,52282.74,41,64,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL007,VAR042,9,35,40.5,4.22,39753.2,28,45,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL008,VAR043,8,24,32.0,5.11,35098.99,23,32,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL008,VAR044,9,22,39.9,4.27,43278.56,32,51,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL008,VAR045,8,23,37.0,4.39,39716.51,35,54,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL008,VAR046,8,34,38.3,4.7,44387.16,27,37,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL008,VAR047,10,25,39.3,4.69,54848.08,31,52,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL008,VAR048,10,35,38.7,4.63,47248.8,45,77,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL009,VAR049,8,27,32.6,4.32,49155.44,27,44,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL009,VAR050,7,20,36.8,4.78,43627.42,24,34,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL009,VAR051,8,19,38.1,3.69,37087.46,35,55,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL009,VAR052,8,22,37.9,4.28,44212.49,31,43,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL009,VAR053,10,21,39.6,4.54,70437.56,35,57,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL009,VAR054,7,20,35.9,4.85,49414.76,20,29,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL010,VAR055,8,22,38.1,4.1,51833.97,36,56,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL010,VAR056,10,28,34.9,4.28,51360.6,36,52,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL010,VAR057,7,21,35.1,4.75,45663.33,27,42,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL010,VAR058,8,22,37.4,4.94,37834.94,23,33,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL010,VAR059,8,31,33.0,4.25,53417.5,23,39,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL010,VAR060,7,18,40.4,4.87,45485.47,21,29,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL011,VAR061,10,23,35.6,5.66,39029.1,30,44,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL011,VAR062,9,29,31.0,3.83,38688.73,28,44,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL011,VAR063,8,36,37.5,5.63,37088.06,35,57,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL011,VAR064,8,36,36.2,4.0,56704.53,23,31,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL011,VAR065,10,29,38.1,5.22,59114.25,40,57,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL011,VAR066,9,16,38.2,5.15,51410.17,29,43,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL012,VAR067,9,24,35.4,4.37,63249.11,36,59,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL012,VAR068,11,33,35.8,5.28,54094.24,44,76,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL012,VAR069,7,24,41.5,3.88,36290.77,22,32,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL012,VAR070,9,15,32.0,5.27,37731.99,33,45,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL012,VAR071,10,16,38.4,5.12,57203.31,33,54,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR001,MDL012,VAR072,6,17,38.2,5.41,28079.05,23,39,12,EMP0005,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL001,VAR001,10,23,39.4,4.72,52312.91,38,63,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL001,VAR002,9,28,39.9,5.04,47339.36,33,48,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL001,VAR003,9,20,38.4,4.4,40602.33,32,46,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL001,VAR004,10,27,31.2,3.8,43553.74,43,61,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL001,VAR005,9,26,36.0,4.67,55593.21,32,49,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL001,VAR006,7,32,38.8,5.03,43100.11,29,45,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL002,VAR007,10,31,31.0,3.71,69767.35,44,73,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL002,VAR008,10,19,38.3,4.24,62155.54,35,54,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL002,VAR009,8,29,36.3,5.42,47942.86,27,45,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL002,VAR010,9,17,31.5,4.58,46302.57,31,48,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL002,VAR011,8,22,38.1,5.3,55936.63,25,44,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL002,VAR012,8,13,41.0,4.39,51061.86,35,57,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL003,VAR013,10,26,35.0,5.53,53395.71,39,63,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL003,VAR014,10,24,30.8,5.18,45595.86,33,51,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL003,VAR015,8,14,40.1,4.87,54459.52,23,33,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL003,VAR016,7,36,36.0,4.55,37276.07,23,36,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL003,VAR017,8,18,35.0,4.92,40829.69,31,53,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL003,VAR018,6,32,34.3,4.0,26843.56,23,32,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL004,VAR019,8,31,32.5,5.46,55008.22,36,50,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL004,VAR020,10,29,39.1,3.83,40828.33,39,54,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL004,VAR021,7,36,33.9,3.89,28689.2,26,43,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL004,VAR022,9,26,39.5,5.13,61297.58,30,50,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL004,VAR023,7,28,40.5,4.71,39050.48,20,34,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL004,VAR024,7,30,36.5,5.62,38876.96,23,34,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL005,VAR025,12,27,36.3,3.62,82524.68,53,86,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL005,VAR026,10,25,34.3,4.9,47277.58,40,57,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL005,VAR027,10,35,31.9,5.31,54945.09,36,56,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL005,VAR028,9,36,31.0,3.81,34602.5,31,43,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL005,VAR029,10,30,39.7,4.86,69153.0,39,55,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL005,VAR030,10,28,31.9,3.83,65938.11,29,46,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL006,VAR031,10,27,39.2,3.87,69417.48,34,57,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL006,VAR032,11,21,37.7,3.84,60701.11,49,74,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL006,VAR033,11,22,33.5,3.81,64721.31,46,71,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL006,VAR034,11,27,37.3,4.91,62387.26,42,64,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL006,VAR035,9,16,31.7,4.29,42216.39,35,59,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL006,VAR036,10,16,31.2,5.48,55560.35,38,55,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL007,VAR037,11,33,37.0,4.21,66684.62,49,76,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL007,VAR038,11,23,36.1,4.68,46751.42,41,71,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL007,VAR039,10,36,39.2,5.27,62029.38,30,51,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL007,VAR040,12,32,34.3,3.77,56312.13,45,78,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL007,VAR041,8,32,36.1,4.5,31907.93,32,53,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL007,VAR042,9,21,31.7,4.03,54426.18,34,57,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL008,VAR043,9,21,31.1,3.85,61824.72,29,46,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL008,VAR044,12,20,31.0,5.59,50596.68,42,64,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL008,VAR045,10,26,31.3,4.73,50513.21,44,60,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL008,VAR046,10,15,37.7,4.13,42970.2,33,49,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL008,VAR047,10,30,33.3,5.22,64640.89,38,56,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL008,VAR048,7,35,41.2,4.26,40156.18,28,48,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL009,VAR049,9,22,36.6,5.69,54455.93,32,51,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL009,VAR050,10,19,31.6,3.81,45012.23,37,56,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL009,VAR051,9,24,36.3,3.98,43841.59,31,42,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL009,VAR052,7,22,36.7,4.99,37839.04,26,36,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL009,VAR053,8,22,37.5,4.46,34794.51,23,37,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL009,VAR054,7,30,36.0,4.55,27425.7,23,34,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL010,VAR055,9,19,38.9,3.98,40981.7,40,68,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL010,VAR056,11,31,37.0,5.24,58932.93,36,62,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL010,VAR057,8,23,39.1,4.79,44438.53,36,60,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL010,VAR058,7,30,38.7,5.17,49357.01,23,33,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL010,VAR059,8,16,36.0,3.74,41358.03,36,55,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL010,VAR060,7,16,42.5,5.34,29517.51,21,34,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL011,VAR061,10,29,30.1,3.85,58742.01,33,46,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL011,VAR062,10,36,31.6,4.77,62443.26,43,69,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL011,VAR063,7,38,42.6,5.09,45687.39,26,36,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL011,VAR064,9,30,34.7,4.6,43442.5,38,54,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL011,VAR065,9,26,38.5,4.95,56876.62,30,42,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL011,VAR066,7,14,34.3,5.26,30466.17,20,31,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL012,VAR067,9,21,38.1,5.12,60975.13,30,41,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL012,VAR068,10,18,39.8,5.03,56977.28,41,66,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL012,VAR069,9,29,37.5,4.3,61718.39,26,44,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL012,VAR070,9,17,34.8,5.36,53225.67,30,45,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL012,VAR071,8,23,41.2,5.29,38531.4,28,38,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR002,MDL012,VAR072,9,16,33.5,3.9,56842.5,26,42,9,EMP0021,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL001,VAR001,9,15,36.8,4.04,55044.18,34,46,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL001,VAR002,9,38,40.0,3.85,57745.05,35,61,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL001,VAR003,9,28,31.3,3.82,53939.72,25,43,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL001,VAR004,8,21,37.3,5.08,32906.78,29,46,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL001,VAR005,9,20,33.2,3.91,34532.45,27,44,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL001,VAR006,7,31,41.8,4.79,45674.48,24,35,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL002,VAR007,10,12,31.1,5.65,45942.45,40,59,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL002,VAR008,11,24,38.3,3.79,44676.97,44,60,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL002,VAR009,7,25,39.8,4.38,48767.18,22,31,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL002,VAR010,9,29,30.9,3.74,48535.14,38,55,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL002,VAR011,9,25,39.0,4.96,39473.92,40,54,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL002,VAR012,8,30,36.3,5.31,47781.89,33,54,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL003,VAR013,8,24,37.1,4.76,54836.61,33,56,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL003,VAR014,10,32,34.6,4.28,39200.52,34,58,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL003,VAR015,8,23,39.9,4.59,49879.55,32,45,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL003,VAR016,8,14,39.6,5.35,35781.37,33,51,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL003,VAR017,10,23,30.8,4.79,39447.93,30,45,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL003,VAR018,9,30,36.6,5.6,57803.08,32,51,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL004,VAR019,7,31,38.1,4.2,30078.33,26,43,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL004,VAR020,8,23,35.8,4.11,40962.18,32,45,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL004,VAR021,8,27,39.0,5.25,35643.54,30,48,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL004,VAR022,7,23,40.2,5.13,48329.42,21,33,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL004,VAR023,9,13,31.9,4.38,58621.03,36,49,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL004,VAR024,7,20,39.3,3.8,34562.97,26,41,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL005,VAR025,10,23,39.4,5.46,51584.32,40,66,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL005,VAR026,13,23,29.7,3.84,92124.76,48,75,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL005,VAR027,10,20,30.5,4.17,49891.79,29,50,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL005,VAR028,10,21,34.5,4.29,62054.77,34,47,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL005,VAR029,12,29,32.0,4.83,65383.54,54,83,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL005,VAR030,9,20,36.7,5.6,37659.42,33,54,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL006,VAR031,9,15,34.9,4.93,38874.92,36,50,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL006,VAR032,12,22,33.8,4.18,63147.34,37,59,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL006,VAR033,8,32,32.0,3.72,33044.41,26,39,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL006,VAR034,9,18,39.3,4.99,53815.07,35,56,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL006,VAR035,9,27,37.9,4.19,41585.05,35,53,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL006,VAR036,11,18,33.7,4.76,51632.58,33,46,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL007,VAR037,11,30,32.6,5.54,57245.49,31,53,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL007,VAR038,11,33,30.8,3.96,61361.92,34,57,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL007,VAR039,10,16,31.2,5.31,67335.8,28,40,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL007,VAR040,10,36,35.7,4.59,54014.74,45,73,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL007,VAR041,11,16,30.5,4.48,75348.31,38,65,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL007,VAR042,8,23,38.8,4.43,32513.63,29,43,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL008,VAR043,10,31,32.2,4.24,67609.66,40,57,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL008,VAR044,10,23,39.3,4.19,68476.48,40,69,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL008,VAR045,9,25,36.3,4.91,53875.82,38,55,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL008,VAR046,8,17,35.9,5.46,56000.41,36,55,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL008,VAR047,9,25,39.0,4.11,59395.68,26,44,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL008,VAR048,10,28,31.4,3.85,41048.48,34,53,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL009,VAR049,10,34,38.3,5.24,42263.69,32,48,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL009,VAR050,10,27,33.9,4.26,49930.56,33,51,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL009,VAR051,9,14,35.1,4.78,53961.82,31,46,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL009,VAR052,8,26,33.1,5.12,45596.35,32,46,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL009,VAR053,8,23,33.6,4.45,36524.55,31,42,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL009,VAR054,7,15,41.8,5.14,37864.4,26,38,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL010,VAR055,7,13,38.0,5.63,49296.22,20,33,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL010,VAR056,10,24,36.3,4.04,48445.57,44,70,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL010,VAR057,8,30,37.0,5.23,37838.7,35,56,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL010,VAR058,9,29,39.5,3.97,60395.82,34,58,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL010,VAR059,9,28,34.3,4.07,53102.92,29,44,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL010,VAR060,8,21,35.3,5.67,55747.47,26,37,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL011,VAR061,8,23,40.8,4.24,40230.45,26,43,9,EMP0033,EMP0002,0,100.0,97.8
2024-04-01,DLR003,MDL011,VAR062,11,18,34.9,5.07,51236.46,49,75,9,EMP0033,EMP0002,0,100.0,97.8
